acousticness,analysis_url,artist_name,artist_popularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,track_name,track_popularity,type,uri,valence
0.804,https://api.spotify.com/v1/audio-analysis/6upAorg5AD0CzzJo9qAjeC,Darren W. Chamberlain,10,0.276,148744,0.142,6upAorg5AD0CzzJo9qAjeC,0.881,7,0.399,-14.192,1,0.0358,145.201,3,https://api.spotify.com/v1/tracks/6upAorg5AD0CzzJo9qAjeC,"Symphony No. 41 in C Major, KV 551 (3rd)",0,audio_features,spotify:track:6upAorg5AD0CzzJo9qAjeC,0.205
0.248,https://api.spotify.com/v1/audio-analysis/27qRTpX1zB3nDpP9j4yVOc,Bigk3,4,0.7,160052,0.598,27qRTpX1zB3nDpP9j4yVOc,0,0,0.208,-9.079,1,0.365,116.221,5,https://api.spotify.com/v1/tracks/27qRTpX1zB3nDpP9j4yVOc,DAY BY DAY,4,audio_features,spotify:track:27qRTpX1zB3nDpP9j4yVOc,0.815
0.019,https://api.spotify.com/v1/audio-analysis/62kWDfGEKpmH8LcPdhVRJO,biteki,43,0.487,106939,0.666,62kWDfGEKpmH8LcPdhVRJO,2.56E-05,0,0.249,-6.126,1,0.0698,147.05,4,https://api.spotify.com/v1/tracks/62kWDfGEKpmH8LcPdhVRJO,reject,32,audio_features,spotify:track:62kWDfGEKpmH8LcPdhVRJO,0.413
0.993,https://api.spotify.com/v1/audio-analysis/6nNf0sFvMvRfQnRn9CEN5V,The Suntrees Sky,35,0.588,172500,0.083,6nNf0sFvMvRfQnRn9CEN5V,0.972,7,0.0915,-28.188,1,0.0962,71.85,4,https://api.spotify.com/v1/tracks/6nNf0sFvMvRfQnRn9CEN5V,"Come, Ye Thankful People, Come (Celtic Harp Instrumental)",2,audio_features,spotify:track:6nNf0sFvMvRfQnRn9CEN5V,0.676
0.499,https://api.spotify.com/v1/audio-analysis/53sQ01TF9y0gLq0MMIYgmT,Da585,34,0.751,91881,0.915,53sQ01TF9y0gLq0MMIYgmT,0,4,0.0997,-6.35,0,0.385,105.001,4,https://api.spotify.com/v1/tracks/53sQ01TF9y0gLq0MMIYgmT,Kick in the Door,22,audio_features,spotify:track:53sQ01TF9y0gLq0MMIYgmT,0.549
0.231,https://api.spotify.com/v1/audio-analysis/3PaseSOcmpiYo9H6arndLf,Khalid,90,0.831,228600,0.584,3PaseSOcmpiYo9H6arndLf,0.00199,1,0.0576,-5.802,1,0.0362,105.029,4,https://api.spotify.com/v1/tracks/3PaseSOcmpiYo9H6arndLf,8TEEN,5,audio_features,spotify:track:3PaseSOcmpiYo9H6arndLf,0.633
0.798,https://api.spotify.com/v1/audio-analysis/0ThEFXx5bXYpgIb5deVlJB,Fruit for Worms,0,0.755,596381,0.857,0ThEFXx5bXYpgIb5deVlJB,0.0114,1,0.154,-6.098,1,0.291,99.919,4,https://api.spotify.com/v1/tracks/0ThEFXx5bXYpgIb5deVlJB,The Attainment of Lord,0,audio_features,spotify:track:0ThEFXx5bXYpgIb5deVlJB,0.681
0.779,https://api.spotify.com/v1/audio-analysis/3lmNXCqxCgcWPt6rfDITpl,Jim McCann,38,0.406,233413,0.436,3lmNXCqxCgcWPt6rfDITpl,0.719,0,0.117,-7.539,1,0.0279,95.13,3,https://api.spotify.com/v1/tracks/3lmNXCqxCgcWPt6rfDITpl,Easy And Slow,12,audio_features,spotify:track:3lmNXCqxCgcWPt6rfDITpl,0.17
0.782,https://api.spotify.com/v1/audio-analysis/4MFrUwl3OAzGAuureHK4cM,Damon Daunno,31,0.518,318147,0.181,4MFrUwl3OAzGAuureHK4cM,0,9,0.233,-11.899,1,0.0508,133.185,4,https://api.spotify.com/v1/tracks/4MFrUwl3OAzGAuureHK4cM,The Surrey With The Fringe On Top,33,audio_features,spotify:track:4MFrUwl3OAzGAuureHK4cM,0.301
0.00307,https://api.spotify.com/v1/audio-analysis/6bRFJox8WxU0rQWHI32Ax2,MAR,4,0.37,264830,0.562,6bRFJox8WxU0rQWHI32Ax2,0.0417,1,0.156,-7.557,0,0.0834,144.284,4,https://api.spotify.com/v1/tracks/6bRFJox8WxU0rQWHI32Ax2,Axial Tilt,0,audio_features,spotify:track:6bRFJox8WxU0rQWHI32Ax2,0.179
0.0102,https://api.spotify.com/v1/audio-analysis/4XjGKAyONgVeexmtPXWDpr,Disco Fever,36,0.44,2541846,0.795,4XjGKAyONgVeexmtPXWDpr,0.0184,1,0.09,-10.49,1,0.0378,128.519,4,https://api.spotify.com/v1/tracks/4XjGKAyONgVeexmtPXWDpr,It's a Sin/ People Have The Power/ What is Love/ Take a Free Fall/ Mr Vain/ Apache/ A Brighter Day/ Rotation/ Profondo Rosso Remix/ Delusa Remix/ Eye Of a Tiger/ Living on My Own/ Life/ Summer Summer/ All I Want - Cover Version,0,audio_features,spotify:track:4XjGKAyONgVeexmtPXWDpr,0.547
0.703,https://api.spotify.com/v1/audio-analysis/4zTPYAf5scZdp0LnwPPeWK,Sleepy Hallow,81,0.876,115200,0.479,4zTPYAf5scZdp0LnwPPeWK,0,4,0.102,-6.687,0,0.44,133.858,4,https://api.spotify.com/v1/tracks/4zTPYAf5scZdp0LnwPPeWK,Deep End Freestyle,69,audio_features,spotify:track:4zTPYAf5scZdp0LnwPPeWK,0.776
0.237,https://api.spotify.com/v1/audio-analysis/4Xs8liKEUkHumwp87a7Ues,Lil Mexiko,26,0.943,152353,0.631,4Xs8liKEUkHumwp87a7Ues,9.17E-05,6,0.1,-5.109,0,0.192,99.969,4,https://api.spotify.com/v1/tracks/4Xs8liKEUkHumwp87a7Ues,Punk Rock,18,audio_features,spotify:track:4Xs8liKEUkHumwp87a7Ues,0.347
0.0591,https://api.spotify.com/v1/audio-analysis/1QzCnfF0AxZ3veY9tOw0h7,Luther Vandross,66,0.704,384747,0.563,1QzCnfF0AxZ3veY9tOw0h7,1.40E-05,0,0.231,-9.211,1,0.0344,102.851,4,https://api.spotify.com/v1/tracks/1QzCnfF0AxZ3veY9tOw0h7,Better Love,49,audio_features,spotify:track:1QzCnfF0AxZ3veY9tOw0h7,0.706
0.796,https://api.spotify.com/v1/audio-analysis/2hVZIMjwyAWegOM0795wYx,James Taylor,71,0.708,178800,0.421,2hVZIMjwyAWegOM0795wYx,3.29E-05,11,0.12,-9.348,1,0.0256,98.836,4,https://api.spotify.com/v1/tracks/2hVZIMjwyAWegOM0795wYx,Teach Me Tonight,52,audio_features,spotify:track:2hVZIMjwyAWegOM0795wYx,0.509
0.0695,https://api.spotify.com/v1/audio-analysis/4se25yP3bMpaMAlcxvyJ5Q,Cookiee Kawaii,58,0.83,109714,0.875,4se25yP3bMpaMAlcxvyJ5Q,0.000877,2,0.117,-4.212,1,0.094,139.9,4,https://api.spotify.com/v1/tracks/4se25yP3bMpaMAlcxvyJ5Q,Violin (feat. Dear Silas),72,audio_features,spotify:track:4se25yP3bMpaMAlcxvyJ5Q,0.675
0.721,https://api.spotify.com/v1/audio-analysis/1lIQanm4TfWD9bvLuK1sqG,Ginger Gwen,26,0.71,241197,0.463,1lIQanm4TfWD9bvLuK1sqG,0.919,0,0.115,-7.282,1,0.0452,124.688,4,https://api.spotify.com/v1/tracks/1lIQanm4TfWD9bvLuK1sqG,Coagulo de fuego,24,audio_features,spotify:track:1lIQanm4TfWD9bvLuK1sqG,0.265
0.684,https://api.spotify.com/v1/audio-analysis/66eHW5QjU8ZiOdwYLHpaZ7,Metin Özülkü,32,0.673,87562,0.337,66eHW5QjU8ZiOdwYLHpaZ7,0.000505,5,0.3,-13.488,0,0.0308,120.614,4,https://api.spotify.com/v1/tracks/66eHW5QjU8ZiOdwYLHpaZ7,Olmasa Mektubun-,0,audio_features,spotify:track:66eHW5QjU8ZiOdwYLHpaZ7,0.551
0.125,https://api.spotify.com/v1/audio-analysis/0TiTmFpD4mLqzzprQzkA7G,Nazia Iqbal,30,0.626,399840,0.939,0TiTmFpD4mLqzzprQzkA7G,1.43E-06,9,0.0983,-4.139,0,0.137,125.906,4,https://api.spotify.com/v1/tracks/0TiTmFpD4mLqzzprQzkA7G,Lewnai Kari De Yam Spelanai Karai De Yam,0,audio_features,spotify:track:0TiTmFpD4mLqzzprQzkA7G,0.741
0.702,https://api.spotify.com/v1/audio-analysis/7uax1a1G4cg1GgokfakTnN,NF,84,0.589,212187,0.579,7uax1a1G4cg1GgokfakTnN,0,2,0.102,-9.493,0,0.206,103.057,4,https://api.spotify.com/v1/tracks/7uax1a1G4cg1GgokfakTnN,Outro,58,audio_features,spotify:track:7uax1a1G4cg1GgokfakTnN,0.359
0.48,https://api.spotify.com/v1/audio-analysis/5LFrOnDI0vwoAgWIc98BKc,Adrianwave,34,0.539,141969,0.933,5LFrOnDI0vwoAgWIc98BKc,0.00127,5,0.133,-7.023,1,0.452,127.084,4,https://api.spotify.com/v1/tracks/5LFrOnDI0vwoAgWIc98BKc,Snow Angel,11,audio_features,spotify:track:5LFrOnDI0vwoAgWIc98BKc,0.471
0.812,https://api.spotify.com/v1/audio-analysis/0lr3o4AXkmuQyUVvTxDh00,The Kiboomers,68,0.868,160500,0.349,0lr3o4AXkmuQyUVvTxDh00,0,7,0.512,-9.674,1,0.0489,160.048,4,https://api.spotify.com/v1/tracks/0lr3o4AXkmuQyUVvTxDh00,Five Little Caterpillars,30,audio_features,spotify:track:0lr3o4AXkmuQyUVvTxDh00,0.89
0.984,https://api.spotify.com/v1/audio-analysis/6gtaGwbr3iB6rJCmuzDM7v,Crimea River,4,0.21,77090,0.449,6gtaGwbr3iB6rJCmuzDM7v,0.628,4,0.416,-17.795,1,0.0546,122.182,5,https://api.spotify.com/v1/tracks/6gtaGwbr3iB6rJCmuzDM7v,A Dazzling Pace,3,audio_features,spotify:track:6gtaGwbr3iB6rJCmuzDM7v,0.0753
0.582,https://api.spotify.com/v1/audio-analysis/2cCgdhJB9zjGBDZg0x91nG,Sherlock Holmes,70,0.659,185040,0.341,2cCgdhJB9zjGBDZg0x91nG,0,0,0.31,-17.473,1,0.953,114.329,3,https://api.spotify.com/v1/tracks/2cCgdhJB9zjGBDZg0x91nG,Teil 12 - Die Originale - Fall 43: Die Pappschachtel,27,audio_features,spotify:track:2cCgdhJB9zjGBDZg0x91nG,0.744
0.000533,https://api.spotify.com/v1/audio-analysis/4mqk35TRPM6gbr3IHBWvJy,Ryne Syspar,1,0.762,94517,0.635,4mqk35TRPM6gbr3IHBWvJy,0.651,6,0.0747,-11.806,1,0.0894,146.043,4,https://api.spotify.com/v1/tracks/4mqk35TRPM6gbr3IHBWvJy,Quest for Coins,0,audio_features,spotify:track:4mqk35TRPM6gbr3IHBWvJy,0.962
0.99,https://api.spotify.com/v1/audio-analysis/0wnhrbtOBJaqFDXcvu2fes,Felix Mendelssohn,63,0.266,723747,0.139,0wnhrbtOBJaqFDXcvu2fes,0.899,10,0.1,-20.625,1,0.0349,82.423,4,https://api.spotify.com/v1/tracks/0wnhrbtOBJaqFDXcvu2fes,"Cello Sonata No. 1 in B-Flat Major, Op. 45, MWV Q 27: I. Allegro vivace",2,audio_features,spotify:track:0wnhrbtOBJaqFDXcvu2fes,0.17
0.00117,https://api.spotify.com/v1/audio-analysis/21OjaM3ruMNK1Qqhy2sa70,Manchester Orchestra,66,0.377,159187,0.904,21OjaM3ruMNK1Qqhy2sa70,1.90E-06,1,0.142,-3.679,1,0.0478,149.131,4,https://api.spotify.com/v1/tracks/21OjaM3ruMNK1Qqhy2sa70,The Only One,40,audio_features,spotify:track:21OjaM3ruMNK1Qqhy2sa70,0.351
0.864,https://api.spotify.com/v1/audio-analysis/45uDtD6s3y0V4tkWZrPDXy,Zack Villere,45,0.596,156781,0.533,45uDtD6s3y0V4tkWZrPDXy,8.28E-05,6,0.13,-8.457,0,0.0926,76.939,4,https://api.spotify.com/v1/tracks/45uDtD6s3y0V4tkWZrPDXy,Sand People,47,audio_features,spotify:track:45uDtD6s3y0V4tkWZrPDXy,0.457
0.772,https://api.spotify.com/v1/audio-analysis/6fPqz2BVbxXVqWSoq44uG0,Derek & The Dominos,64,0.807,219360,0.321,6fPqz2BVbxXVqWSoq44uG0,0.614,7,0.105,-17.811,1,0.0346,99.928,4,https://api.spotify.com/v1/tracks/6fPqz2BVbxXVqWSoq44uG0,"Mean Old World - Band Version, Master Take",11,audio_features,spotify:track:6fPqz2BVbxXVqWSoq44uG0,0.735
0.127,https://api.spotify.com/v1/audio-analysis/4w5Grfxx5Rpup6mo5v6bW0,Lost Frequencies,82,0.706,183183,0.524,4w5Grfxx5Rpup6mo5v6bW0,0.00129,6,0.109,-8.804,1,0.026,111.991,4,https://api.spotify.com/v1/tracks/4w5Grfxx5Rpup6mo5v6bW0,Beat Of My Heart,63,audio_features,spotify:track:4w5Grfxx5Rpup6mo5v6bW0,0.296
0.406,https://api.spotify.com/v1/audio-analysis/3xa3aq4FkuBT0KL6yJbXAx,Saverio Lanza,0,0.354,294427,0.543,3xa3aq4FkuBT0KL6yJbXAx,8.98E-05,8,0.453,-14.003,0,0.0551,125.412,5,https://api.spotify.com/v1/tracks/3xa3aq4FkuBT0KL6yJbXAx,Le strade d'Italia,0,audio_features,spotify:track:3xa3aq4FkuBT0KL6yJbXAx,0.235
0.0163,https://api.spotify.com/v1/audio-analysis/6Vdyu21iT8qScU1haSjWUU,Quality Control,70,0.76,171647,0.755,6Vdyu21iT8qScU1haSjWUU,2.95E-06,6,0.0909,-4.735,0,0.19,101.993,4,https://api.spotify.com/v1/tracks/6Vdyu21iT8qScU1haSjWUU,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",72,audio_features,spotify:track:6Vdyu21iT8qScU1haSjWUU,0.517
0.0516,https://api.spotify.com/v1/audio-analysis/0QE37KOARsC8yXfSCCRr36,DHeusta,55,0.517,191117,0.455,0QE37KOARsC8yXfSCCRr36,0,1,0.14,-13.52,0,0.224,87.224,4,https://api.spotify.com/v1/tracks/0QE37KOARsC8yXfSCCRr36,Angry Alex,48,audio_features,spotify:track:0QE37KOARsC8yXfSCCRr36,0.326
0.0408,https://api.spotify.com/v1/audio-analysis/7vDgPa2jS4yRbRd4vFl7Vg,Lenny Fontana,25,0.744,179663,0.801,7vDgPa2jS4yRbRd4vFl7Vg,0.746,9,0.263,-5.126,1,0.052,122.976,4,https://api.spotify.com/v1/tracks/7vDgPa2jS4yRbRd4vFl7Vg,I Don't Want You Back - Dj with Soul Remix,32,audio_features,spotify:track:7vDgPa2jS4yRbRd4vFl7Vg,0.411
0.207,https://api.spotify.com/v1/audio-analysis/2kYAVi7HTIUE2NeKZQAs7t,Oliva,22,0.536,410000,0.468,2kYAVi7HTIUE2NeKZQAs7t,0.647,9,0.124,-13.865,0,0.0453,159.923,4,https://api.spotify.com/v1/tracks/2kYAVi7HTIUE2NeKZQAs7t,Luxor,3,audio_features,spotify:track:2kYAVi7HTIUE2NeKZQAs7t,0.211
0.332,https://api.spotify.com/v1/audio-analysis/615n0S8B0qWQOBEKqV4BZ6,GlitchxCity,52,0.441,184007,0.504,615n0S8B0qWQOBEKqV4BZ6,0.896,6,0.0722,-13.663,0,0.036,180.014,4,https://api.spotify.com/v1/tracks/615n0S8B0qWQOBEKqV4BZ6,Gerudo Valley,30,audio_features,spotify:track:615n0S8B0qWQOBEKqV4BZ6,0.663
0.947,https://api.spotify.com/v1/audio-analysis/76RAOpEGQesIFuT7acGH3r,Tex Ritter,37,0.6,287827,0.287,76RAOpEGQesIFuT7acGH3r,0,5,0.259,-17.351,1,0.291,68.269,3,https://api.spotify.com/v1/tracks/76RAOpEGQesIFuT7acGH3r,The Americans (A Canadian's Opinion),11,audio_features,spotify:track:76RAOpEGQesIFuT7acGH3r,0.798
0.981,https://api.spotify.com/v1/audio-analysis/50aHLt4Dx44w5131MER4zb,Lucid Green,54,0.507,179800,0.19,50aHLt4Dx44w5131MER4zb,0.95,9,0.169,-10.667,1,0.0457,147.654,4,https://api.spotify.com/v1/tracks/50aHLt4Dx44w5131MER4zb,Cruising,43,audio_features,spotify:track:50aHLt4Dx44w5131MER4zb,0.19
0.0132,https://api.spotify.com/v1/audio-analysis/7A3TAN0Epolvort9IcqKvq,Anne Murray,62,0.229,169267,0.418,7A3TAN0Epolvort9IcqKvq,0.00616,4,0.114,-10.755,1,0.0296,78.24,3,https://api.spotify.com/v1/tracks/7A3TAN0Epolvort9IcqKvq,Tennessee Waltz,54,audio_features,spotify:track:7A3TAN0Epolvort9IcqKvq,0.188
0.128,https://api.spotify.com/v1/audio-analysis/2r3UmKMovI2mFNd0mgHq9k,Marques Houston,54,0.596,287173,0.607,2r3UmKMovI2mFNd0mgHq9k,0,5,0.347,-7.17,0,0.0488,112.85,4,https://api.spotify.com/v1/tracks/2r3UmKMovI2mFNd0mgHq9k,Everything,41,audio_features,spotify:track:2r3UmKMovI2mFNd0mgHq9k,0.479
0.639,https://api.spotify.com/v1/audio-analysis/4eyNYetps8AJ3YcqdV4e5N,John T. Wurzer,19,0.64,225914,0.121,4eyNYetps8AJ3YcqdV4e5N,0,9,0.0975,-19.644,1,0.0873,113.46,4,https://api.spotify.com/v1/tracks/4eyNYetps8AJ3YcqdV4e5N,I Don't Want To Miss You this Much,2,audio_features,spotify:track:4eyNYetps8AJ3YcqdV4e5N,0.311
0.95,https://api.spotify.com/v1/audio-analysis/4zlHHF1yI0kQq4D5CmbtAf,Lunaria,23,0.463,430200,0.145,4zlHHF1yI0kQq4D5CmbtAf,0.000758,9,0.327,-15.529,1,0.0349,105.519,4,https://api.spotify.com/v1/tracks/4zlHHF1yI0kQq4D5CmbtAf,Letter to the Spring,20,audio_features,spotify:track:4zlHHF1yI0kQq4D5CmbtAf,0.173
0.00718,https://api.spotify.com/v1/audio-analysis/4gjg9jqfxVf4C3jzzZySGt,CMc,6,0.842,215560,0.893,4gjg9jqfxVf4C3jzzZySGt,0.000542,5,0.0663,-6.701,0,0.1,127.002,4,https://api.spotify.com/v1/tracks/4gjg9jqfxVf4C3jzzZySGt,Funky Town (feat. Cedric Bremer) - Slynk Remix,5,audio_features,spotify:track:4gjg9jqfxVf4C3jzzZySGt,0.76
0.00543,https://api.spotify.com/v1/audio-analysis/5XTLMydD8xxGabWEKrX87i,Pink Floyd,82,0.394,326373,0.766,5XTLMydD8xxGabWEKrX87i,0.00887,0,0.776,-11.041,1,0.0515,105.402,4,https://api.spotify.com/v1/tracks/5XTLMydD8xxGabWEKrX87i,"Another Brick In the Wall, Part 2 - 2019 remix [Live]",31,audio_features,spotify:track:5XTLMydD8xxGabWEKrX87i,0.595
0.0161,https://api.spotify.com/v1/audio-analysis/2jB0Y5orOLGpRWSACtafBa,DJ Paul,65,0.706,194731,0.941,2jB0Y5orOLGpRWSACtafBa,0,1,0.289,-3.947,0,0.261,150.37,4,https://api.spotify.com/v1/tracks/2jB0Y5orOLGpRWSACtafBa,Too Deep to Breathe,33,audio_features,spotify:track:2jB0Y5orOLGpRWSACtafBa,0.824
0.715,https://api.spotify.com/v1/audio-analysis/6lN9wcbFtt8r0W8a3ulQd3,DāM-FunK,51,0.153,194763,0.19,6lN9wcbFtt8r0W8a3ulQd3,0.928,11,0.0882,-13.67,1,0.037,85.792,4,https://api.spotify.com/v1/tracks/6lN9wcbFtt8r0W8a3ulQd3,Allies,16,audio_features,spotify:track:6lN9wcbFtt8r0W8a3ulQd3,0.0705
0.976,https://api.spotify.com/v1/audio-analysis/0mhPvwsAfTIkXfdR3NLPgF,Wolfgang Amadeus Mozart,79,0.145,324000,0.141,0mhPvwsAfTIkXfdR3NLPgF,0.468,2,0.313,-22.663,0,0.0363,92.44,4,https://api.spotify.com/v1/tracks/0mhPvwsAfTIkXfdR3NLPgF,"Requiem Mass In D Minor, K. 626: VIII. Communio - Lux Aeterna",9,audio_features,spotify:track:0mhPvwsAfTIkXfdR3NLPgF,0.069
0.126,https://api.spotify.com/v1/audio-analysis/54g9TbczgUfy8V6EmP769O,Clinton N,28,0.564,221739,0.385,54g9TbczgUfy8V6EmP769O,0.00332,9,0.104,-10.467,1,0.031,137.913,4,https://api.spotify.com/v1/tracks/54g9TbczgUfy8V6EmP769O,i'll follow you,31,audio_features,spotify:track:54g9TbczgUfy8V6EmP769O,0.0839
0.985,https://api.spotify.com/v1/audio-analysis/4VE6Qt7nt0COD9TcJFQtde,Wolfgang Amadeus Mozart,79,0.366,498107,0.15,4VE6Qt7nt0COD9TcJFQtde,0.937,2,0.091,-22.185,0,0.0382,134.729,4,https://api.spotify.com/v1/tracks/4VE6Qt7nt0COD9TcJFQtde,"Piano Concerto No. 20 in D Minor, K.466: III. Rondo (Allegro assai)",12,audio_features,spotify:track:4VE6Qt7nt0COD9TcJFQtde,0.203
0.0711,https://api.spotify.com/v1/audio-analysis/10rJYI5hRcQqAzhpAb0Da8,Valleyheart,40,0.416,297309,0.642,10rJYI5hRcQqAzhpAb0Da8,0.098,0,0.271,-6.266,1,0.0262,76.004,4,https://api.spotify.com/v1/tracks/10rJYI5hRcQqAzhpAb0Da8,Drowned in Living Waters,26,audio_features,spotify:track:10rJYI5hRcQqAzhpAb0Da8,0.231
0.907,https://api.spotify.com/v1/audio-analysis/7zmm1DPgE3cQBHrXDHV8kE,Ray Charles,70,0.52,329387,0.187,7zmm1DPgE3cQBHrXDHV8kE,0.752,6,0.0846,-11.931,1,0.0391,100.628,4,https://api.spotify.com/v1/tracks/7zmm1DPgE3cQBHrXDHV8kE,Black Coffee - 2005 Remaster,18,audio_features,spotify:track:7zmm1DPgE3cQBHrXDHV8kE,0.152
0.98,https://api.spotify.com/v1/audio-analysis/6QiNsBfRVrlHMROB6vgaIx,Yu-Peng Chen,71,0.252,102345,0.0762,6QiNsBfRVrlHMROB6vgaIx,0.689,2,0.0802,-23.899,1,0.036,174.22,3,https://api.spotify.com/v1/tracks/6QiNsBfRVrlHMROB6vgaIx,Sun Rises in Liyue,47,audio_features,spotify:track:6QiNsBfRVrlHMROB6vgaIx,0.0527
0.737,https://api.spotify.com/v1/audio-analysis/0N3qcAXZM06zaTKm7JCtIh,Melissa Manchester,48,0.449,235000,0.381,0N3qcAXZM06zaTKm7JCtIh,0.429,0,0.0625,-12.145,1,0.0264,90.26,4,https://api.spotify.com/v1/tracks/0N3qcAXZM06zaTKm7JCtIh,Midnight Blue,51,audio_features,spotify:track:0N3qcAXZM06zaTKm7JCtIh,0.316
0.966,https://api.spotify.com/v1/audio-analysis/1VrMV0wQEHt8bYSWPUsQes,Richard Strauss,53,0.0793,507467,0.0612,1VrMV0wQEHt8bYSWPUsQes,0.554,10,0.13,-24.293,1,0.0434,81.853,3,https://api.spotify.com/v1/tracks/1VrMV0wQEHt8bYSWPUsQes,"Strauss, R: 4 Letzte Lieder: No. 4, Im Abendrot",24,audio_features,spotify:track:1VrMV0wQEHt8bYSWPUsQes,0.0351
0.000318,https://api.spotify.com/v1/audio-analysis/5jYBHfcAfmES6eVx695YEJ,Rising Insane,46,0.448,196364,0.962,5jYBHfcAfmES6eVx695YEJ,1.26E-05,11,0.0497,-5.614,0,0.2,143.129,4,https://api.spotify.com/v1/tracks/5jYBHfcAfmES6eVx695YEJ,Broken Homes,51,audio_features,spotify:track:5jYBHfcAfmES6eVx695YEJ,0.278
0.521,https://api.spotify.com/v1/audio-analysis/3I3t5aIBIbIaHeLvLbflxa,Merl Saunders,41,0.519,465813,0.467,3I3t5aIBIbIaHeLvLbflxa,0.649,7,0.7,-10.623,1,0.0311,78.424,4,https://api.spotify.com/v1/tracks/3I3t5aIBIbIaHeLvLbflxa,Positively 4th Street,50,audio_features,spotify:track:3I3t5aIBIbIaHeLvLbflxa,0.574
0.567,https://api.spotify.com/v1/audio-analysis/6szg6z5MWZKiojwcu5hRNX,Panther,58,0.791,168000,0.19,6szg6z5MWZKiojwcu5hRNX,0,11,0.111,-18.993,1,0.056,116.1,4,https://api.spotify.com/v1/tracks/6szg6z5MWZKiojwcu5hRNX,Estoy Bien,71,audio_features,spotify:track:6szg6z5MWZKiojwcu5hRNX,0.544
9.22E-05,https://api.spotify.com/v1/audio-analysis/0y22IU9eyXT0WWDBCgz42g,Beartooth,66,0.504,239361,0.961,0y22IU9eyXT0WWDBCgz42g,0.000355,8,0.423,-3.206,1,0.0685,170.016,4,https://api.spotify.com/v1/tracks/0y22IU9eyXT0WWDBCgz42g,Loser,48,audio_features,spotify:track:0y22IU9eyXT0WWDBCgz42g,0.67
0.0156,https://api.spotify.com/v1/audio-analysis/6cXXZOLMlkJG2zqQQ9UJI6,Blurt,13,0.722,322853,0.429,6cXXZOLMlkJG2zqQQ9UJI6,0.0993,9,0.0676,-18.026,0,0.286,156.397,4,https://api.spotify.com/v1/tracks/6cXXZOLMlkJG2zqQQ9UJI6,Aboule Ton Fric - ORIGINAL,0,audio_features,spotify:track:6cXXZOLMlkJG2zqQQ9UJI6,0.963
0.712,https://api.spotify.com/v1/audio-analysis/41tCV1AGBA8QRSUSKqoJNV,François Couperin,48,0.286,275413,0.0674,41tCV1AGBA8QRSUSKqoJNV,0.00173,10,0.148,-22.702,0,0.0534,116.124,3,https://api.spotify.com/v1/tracks/41tCV1AGBA8QRSUSKqoJNV,"Les nations, Second ordre ""L'espagnole"": X. Passacaille. Noblement, et marqué - Vivement",1,audio_features,spotify:track:41tCV1AGBA8QRSUSKqoJNV,0.332
0.988,https://api.spotify.com/v1/audio-analysis/1kp6w4SDTAuaeFSdBwMajm,Alexander Scriabin,50,0.274,759453,0.123,1kp6w4SDTAuaeFSdBwMajm,0.887,1,0.172,-20.46,1,0.0431,65.381,5,https://api.spotify.com/v1/tracks/1kp6w4SDTAuaeFSdBwMajm,"Piano Sonata No. 7 in F-Sharp Major, Op. 64 ""White Mass""",1,audio_features,spotify:track:1kp6w4SDTAuaeFSdBwMajm,0.031
0.022,https://api.spotify.com/v1/audio-analysis/1vUWjlVUCAO8rM9Jz9IMao,Sakuzyo,44,0.17,220400,0.799,1vUWjlVUCAO8rM9Jz9IMao,0.871,10,0.158,-5.9,0,0.087,150.005,4,https://api.spotify.com/v1/tracks/1vUWjlVUCAO8rM9Jz9IMao,Everyone doesn't know,26,audio_features,spotify:track:1vUWjlVUCAO8rM9Jz9IMao,0.0831
0.377,https://api.spotify.com/v1/audio-analysis/2D0D658P6lylzWeiBxXgrD,Cynthia Erivo,62,0.359,256011,0.703,2D0D658P6lylzWeiBxXgrD,0,9,0.11,-5.629,1,0.0448,135.457,5,https://api.spotify.com/v1/tracks/2D0D658P6lylzWeiBxXgrD,Everything's Alright,19,audio_features,spotify:track:2D0D658P6lylzWeiBxXgrD,0.435
0.245,https://api.spotify.com/v1/audio-analysis/7yNTZj1ugKCeRJdSP1meOk,The Chicks,70,0.644,231293,0.644,7yNTZj1ugKCeRJdSP1meOk,0.00083,7,0.27,-7.542,1,0.0305,98.746,4,https://api.spotify.com/v1/tracks/7yNTZj1ugKCeRJdSP1meOk,Ready to Run,63,audio_features,spotify:track:7yNTZj1ugKCeRJdSP1meOk,0.293
0.0201,https://api.spotify.com/v1/audio-analysis/14V0NZDOCOK98AWqncE30f,Manolo Panic,4,0.488,199471,0.872,14V0NZDOCOK98AWqncE30f,0,2,0.153,-5.848,1,0.0434,158.001,4,https://api.spotify.com/v1/tracks/14V0NZDOCOK98AWqncE30f,Helpless and Strange,0,audio_features,spotify:track:14V0NZDOCOK98AWqncE30f,0.593
0.193,https://api.spotify.com/v1/audio-analysis/2CEcd83pFZb5rWmK9MeYlO,Meditation,43,0,93452,0.000507,2CEcd83pFZb5rWmK9MeYlO,0.979,5,0.958,-21.425,1,0,0,0,https://api.spotify.com/v1/tracks/2CEcd83pFZb5rWmK9MeYlO,Waterfalls,32,audio_features,spotify:track:2CEcd83pFZb5rWmK9MeYlO,0
