acousticness,analysis_url,artist_name,artist_popularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,track_name,track_popularity,type,uri,valence
0.87,https://api.spotify.com/v1/audio-analysis/7ga9tZhdB8jpUXdhL2iRM1,Antonio Aguilar,72,0.444,186816,0.281,7ga9tZhdB8jpUXdhL2iRM1,0,5,0.19,-6.237,1,0.0285,77.217,3,https://api.spotify.com/v1/tracks/7ga9tZhdB8jpUXdhL2iRM1,Otra Vez,28,audio_features,spotify:track:7ga9tZhdB8jpUXdhL2iRM1,0.336
0.000722,https://api.spotify.com/v1/audio-analysis/3BWEa8rtenICK4a6X4OG3l,Sweet Trip,56,0.576,379083,0.704,3BWEa8rtenICK4a6X4OG3l,0.797,2,0.0694,-9.271,1,0.0272,134.96,4,https://api.spotify.com/v1/tracks/3BWEa8rtenICK4a6X4OG3l,Darkness - 2021 Remaster,37,audio_features,spotify:track:3BWEa8rtenICK4a6X4OG3l,0.734
0.538,https://api.spotify.com/v1/audio-analysis/4mPI26DAPLFViojI1GKLnm,Molly Burch,49,0.667,179706,0.385,4mPI26DAPLFViojI1GKLnm,0,9,0.103,-9.7,1,0.03,71.948,4,https://api.spotify.com/v1/tracks/4mPI26DAPLFViojI1GKLnm,Snowqueen of Texas,14,audio_features,spotify:track:4mPI26DAPLFViojI1GKLnm,0.623
0.411,https://api.spotify.com/v1/audio-analysis/4KC2usPWvfE9wsEnfdGy2X,Chillhop Music,39,0.651,153902,0.376,4KC2usPWvfE9wsEnfdGy2X,0.933,2,0.239,-11.048,0,0.0846,84.942,4,https://api.spotify.com/v1/tracks/4KC2usPWvfE9wsEnfdGy2X,Sacred LoFi,0,audio_features,spotify:track:4KC2usPWvfE9wsEnfdGy2X,0.334
0.543,https://api.spotify.com/v1/audio-analysis/1p89oMi4AMs3LuWZ7w5vDo,Hilma Nikolaisen,14,0.621,154162,0.605,1p89oMi4AMs3LuWZ7w5vDo,2.86E-06,4,0.176,-9.065,1,0.0279,134.974,4,https://api.spotify.com/v1/tracks/1p89oMi4AMs3LuWZ7w5vDo,Hum Hum,15,audio_features,spotify:track:1p89oMi4AMs3LuWZ7w5vDo,0.731
0.000835,https://api.spotify.com/v1/audio-analysis/3gFcGnU4kTdMYLXDjH1TK8,STAYC,74,0.722,213427,0.676,3gFcGnU4kTdMYLXDjH1TK8,1.20E-05,11,0.321,-5.885,0,0.0829,129.943,4,https://api.spotify.com/v1/tracks/3gFcGnU4kTdMYLXDjH1TK8,RUN2U,84,audio_features,spotify:track:3gFcGnU4kTdMYLXDjH1TK8,0.362
0.765,https://api.spotify.com/v1/audio-analysis/6boCqEiH4giAgmt2SYVNbv,Katica Illényi,29,0.281,313893,0.552,6boCqEiH4giAgmt2SYVNbv,1.11E-05,3,0.695,-8.438,1,0.0501,145.505,4,https://api.spotify.com/v1/tracks/6boCqEiH4giAgmt2SYVNbv,How Do You Keep The Music Playing - Live,0,audio_features,spotify:track:6boCqEiH4giAgmt2SYVNbv,0.313
0.964,https://api.spotify.com/v1/audio-analysis/3dqHiEY4imK4a1EDLRVUtj,Jamie Duffy,56,0.309,192594,0.335,3dqHiEY4imK4a1EDLRVUtj,0.889,4,0.0932,-16.708,0,0.0365,84.623,4,https://api.spotify.com/v1/tracks/3dqHiEY4imK4a1EDLRVUtj,Solas,74,audio_features,spotify:track:3dqHiEY4imK4a1EDLRVUtj,0.356
0.0371,https://api.spotify.com/v1/audio-analysis/3GPj89wUyewk6maS9Nq9Je,Filipe Ret,79,0.404,214413,0.514,3GPj89wUyewk6maS9Nq9Je,2.74E-05,11,0.08,-12.679,0,0.296,89.243,4,https://api.spotify.com/v1/tracks/3GPj89wUyewk6maS9Nq9Je,Hoje,47,audio_features,spotify:track:3GPj89wUyewk6maS9Nq9Je,0.102
8.61E-05,https://api.spotify.com/v1/audio-analysis/4UytDhyLeqzCkdQ2ddzHJR,Emerald Woods,2,0.313,430000,0.945,4UytDhyLeqzCkdQ2ddzHJR,0.799,6,0.245,-4.517,0,0.0818,140.057,4,https://api.spotify.com/v1/tracks/4UytDhyLeqzCkdQ2ddzHJR,Acceptance,0,audio_features,spotify:track:4UytDhyLeqzCkdQ2ddzHJR,0.0873
0.992,https://api.spotify.com/v1/audio-analysis/0XK2vDOLM4bqzKa7cZwQmt,Franz Marszalek Anders,0,0.614,35240,0.192,0XK2vDOLM4bqzKa7cZwQmt,0.00274,2,0.715,-16.246,1,0.0327,99.732,4,https://api.spotify.com/v1/tracks/0XK2vDOLM4bqzKa7cZwQmt,Der Zigeunerbaron (So voll Fröhlichkeit),2,audio_features,spotify:track:0XK2vDOLM4bqzKa7cZwQmt,0.688
0.00157,https://api.spotify.com/v1/audio-analysis/6NqJ1XHASEc5KCS5cGFAH9,Gélido,0,0.783,370609,0.932,6NqJ1XHASEc5KCS5cGFAH9,0.808,1,0.193,-7.602,1,0.121,138.018,4,https://api.spotify.com/v1/tracks/6NqJ1XHASEc5KCS5cGFAH9,Friday Wobbles - Dj Purple Rabbit Vs Lupr remix,0,audio_features,spotify:track:6NqJ1XHASEc5KCS5cGFAH9,0.548
0.196,https://api.spotify.com/v1/audio-analysis/2YtonCLfyp04opvJtH7ZOM,Florent Pagny,58,0.6,320040,0.48,2YtonCLfyp04opvJtH7ZOM,0.000441,9,0.0604,-7.427,0,0.0278,135.703,4,https://api.spotify.com/v1/tracks/2YtonCLfyp04opvJtH7ZOM,Et un jour une femme,3,audio_features,spotify:track:2YtonCLfyp04opvJtH7ZOM,0.138
0.829,https://api.spotify.com/v1/audio-analysis/2Ap6OmdYIvi3R5gWtuMAr5,Bailey Cummings,0,0.583,160227,0.202,2Ap6OmdYIvi3R5gWtuMAr5,0,6,0.0676,-11.731,1,0.0961,74.739,3,https://api.spotify.com/v1/tracks/2Ap6OmdYIvi3R5gWtuMAr5,Sometimes I Miss New Rochelle,0,audio_features,spotify:track:2Ap6OmdYIvi3R5gWtuMAr5,0.498
0.247,https://api.spotify.com/v1/audio-analysis/1TPUbLdzpfgF7wrPEXIAAB,RedOne,53,0.69,207720,0.702,1TPUbLdzpfgF7wrPEXIAAB,0,11,0.262,-6.103,1,0.0901,92.996,4,https://api.spotify.com/v1/tracks/1TPUbLdzpfgF7wrPEXIAAB,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",61,audio_features,spotify:track:1TPUbLdzpfgF7wrPEXIAAB,0.611
0.505,https://api.spotify.com/v1/audio-analysis/0iLntohwa5bGhPrjCfsXDm,Kevoe West,39,0.735,130909,0.608,0iLntohwa5bGhPrjCfsXDm,0.861,5,0.129,-9.801,0,0.0654,175.995,4,https://api.spotify.com/v1/tracks/0iLntohwa5bGhPrjCfsXDm,221,41,audio_features,spotify:track:0iLntohwa5bGhPrjCfsXDm,0.824
0.35,https://api.spotify.com/v1/audio-analysis/2DcMrjOoILumdMrrMDldS1,Dark0,31,0.674,127173,0.621,2DcMrjOoILumdMrrMDldS1,0.0903,10,0.0982,-8.073,1,0.0502,144.976,4,https://api.spotify.com/v1/tracks/2DcMrjOoILumdMrrMDldS1,Wait For Me,36,audio_features,spotify:track:2DcMrjOoILumdMrrMDldS1,0.152
0.00907,https://api.spotify.com/v1/audio-analysis/44soagx5F9Emx2bmarVr2T,Travis Barker,79,0.58,238358,0.896,44soagx5F9Emx2bmarVr2T,4.49E-05,11,0.142,-5.584,0,0.238,89.281,4,https://api.spotify.com/v1/tracks/44soagx5F9Emx2bmarVr2T,Out of Control,43,audio_features,spotify:track:44soagx5F9Emx2bmarVr2T,0.421
0.169,https://api.spotify.com/v1/audio-analysis/4NTSDu34al733aIuUWVJHo,Heatwave,54,0.629,303640,0.615,4NTSDu34al733aIuUWVJHo,7.23E-05,11,0.132,-10.972,0,0.0433,118.805,4,https://api.spotify.com/v1/tracks/4NTSDu34al733aIuUWVJHo,Boogie Nights,63,audio_features,spotify:track:4NTSDu34al733aIuUWVJHo,0.673
0.233,https://api.spotify.com/v1/audio-analysis/1Oenqmtbzt331Pgv0ODfS2,Lil Jon,77,0.876,250747,0.984,1Oenqmtbzt331Pgv0ODfS2,0,10,0.0505,-2.018,0,0.274,99.976,4,https://api.spotify.com/v1/tracks/1Oenqmtbzt331Pgv0ODfS2,Outta Your Mind,64,audio_features,spotify:track:1Oenqmtbzt331Pgv0ODfS2,0.642
0.00908,https://api.spotify.com/v1/audio-analysis/6a4r9yQ3mY9qyAIQR87TLi,Revolutionary Rhythm,32,0.757,200072,0.783,6a4r9yQ3mY9qyAIQR87TLi,0.00696,2,0.202,-6.996,1,0.0664,94.995,4,https://api.spotify.com/v1/tracks/6a4r9yQ3mY9qyAIQR87TLi,Break It Down,37,audio_features,spotify:track:6a4r9yQ3mY9qyAIQR87TLi,0.662
0.0695,https://api.spotify.com/v1/audio-analysis/4Xjic02UhIFjExKH3l4ILn,Bergman Rock,5,0.534,171947,0.872,4Xjic02UhIFjExKH3l4ILn,0.000837,11,0.153,-6.904,0,0.0911,104.377,4,https://api.spotify.com/v1/tracks/4Xjic02UhIFjExKH3l4ILn,Bonjour Baberiba Pt II,3,audio_features,spotify:track:4Xjic02UhIFjExKH3l4ILn,0.781
0.695,https://api.spotify.com/v1/audio-analysis/1acr2n3SfH1584mUoSDVZN,Saindhavi,62,0.404,256098,0.491,1acr2n3SfH1584mUoSDVZN,0.000474,9,0.165,-10.656,1,0.159,80.917,4,https://api.spotify.com/v1/tracks/1acr2n3SfH1584mUoSDVZN,Enna Thavam Seithanai,9,audio_features,spotify:track:1acr2n3SfH1584mUoSDVZN,0.418
0.13,https://api.spotify.com/v1/audio-analysis/3i2o9tfQ09XJDbrQRN8QhK,Queens of the Stone Age,72,0.375,278120,0.517,3i2o9tfQ09XJDbrQRN8QhK,0.104,2,0.122,-7.725,1,0.0408,143.746,3,https://api.spotify.com/v1/tracks/3i2o9tfQ09XJDbrQRN8QhK,Kalopsia,50,audio_features,spotify:track:3i2o9tfQ09XJDbrQRN8QhK,0.201
0.576,https://api.spotify.com/v1/audio-analysis/3i4rCNI074jLJ0nmf1vcPm,The Freedom Sounds,11,0.595,281379,0.544,3i4rCNI074jLJ0nmf1vcPm,0.131,6,0.232,-14.907,0,0.0313,105.32,4,https://api.spotify.com/v1/tracks/3i4rCNI074jLJ0nmf1vcPm,Behold the Day,24,audio_features,spotify:track:3i4rCNI074jLJ0nmf1vcPm,0.816
0.0292,https://api.spotify.com/v1/audio-analysis/77Gfhrr1Uh9Pv57MUUmVuY,Joshua Bassett,70,0.611,192413,0.816,77Gfhrr1Uh9Pv57MUUmVuY,0,2,0.0825,-5.559,1,0.0592,144.992,4,https://api.spotify.com/v1/tracks/77Gfhrr1Uh9Pv57MUUmVuY,Secret,72,audio_features,spotify:track:77Gfhrr1Uh9Pv57MUUmVuY,0.589
0.485,https://api.spotify.com/v1/audio-analysis/0fIe6bg6ZKyxA0KHdk8WAL,Deuso,0,0.582,130059,0.584,0fIe6bg6ZKyxA0KHdk8WAL,0.000841,7,0.207,-9.762,0,0.826,179.04,4,https://api.spotify.com/v1/tracks/0fIe6bg6ZKyxA0KHdk8WAL,30 For 30,0,audio_features,spotify:track:0fIe6bg6ZKyxA0KHdk8WAL,0.567
0.138,https://api.spotify.com/v1/audio-analysis/1vGbyjT8hvb3GgXcBRjCYs,Booker T. & the M.G.'s,60,0.731,153427,0.189,1vGbyjT8hvb3GgXcBRjCYs,0.58,7,0.101,-21.131,1,0.0546,119.534,4,https://api.spotify.com/v1/tracks/1vGbyjT8hvb3GgXcBRjCYs,Silver Bells,20,audio_features,spotify:track:1vGbyjT8hvb3GgXcBRjCYs,0.816
0.894,https://api.spotify.com/v1/audio-analysis/6qAcYQhmH5hNPwBgiIS9jP,Windmill,11,0.54,217760,0.247,6qAcYQhmH5hNPwBgiIS9jP,0.00011,9,0.106,-11.282,1,0.0338,170.078,4,https://api.spotify.com/v1/tracks/6qAcYQhmH5hNPwBgiIS9jP,Newsflash,1,audio_features,spotify:track:6qAcYQhmH5hNPwBgiIS9jP,0.147
0.113,https://api.spotify.com/v1/audio-analysis/3Fpopx6S7x0pOaFUmjWJRj,Dirty Elegance,12,0.646,238080,0.809,3Fpopx6S7x0pOaFUmjWJRj,0.584,0,0.129,-7.472,1,0.0285,95.005,4,https://api.spotify.com/v1/tracks/3Fpopx6S7x0pOaFUmjWJRj,Tailor Made,2,audio_features,spotify:track:3Fpopx6S7x0pOaFUmjWJRj,0.277
0.375,https://api.spotify.com/v1/audio-analysis/0izWvb5IN31gDqiufLzKf3,Shy Glizzy,68,0.64,175814,0.451,0izWvb5IN31gDqiufLzKf3,0,7,0.263,-10.527,1,0.152,136.133,4,https://api.spotify.com/v1/tracks/0izWvb5IN31gDqiufLzKf3,White Lie (feat. RMR),30,audio_features,spotify:track:0izWvb5IN31gDqiufLzKf3,0.209
0.0651,https://api.spotify.com/v1/audio-analysis/4wNVYLmFhhBIhBeA2VgmJ4,Jon Pardi,74,0.537,195694,0.79,4wNVYLmFhhBIhBeA2VgmJ4,9.35E-05,11,0.109,-3.587,1,0.0314,201.946,4,https://api.spotify.com/v1/tracks/4wNVYLmFhhBIhBeA2VgmJ4,Buy That Man A Beer,50,audio_features,spotify:track:4wNVYLmFhhBIhBeA2VgmJ4,0.964
0.923,https://api.spotify.com/v1/audio-analysis/58MfY2ldjq25ei7fRRWLae,Alan Menken,64,0.128,255253,0.124,58MfY2ldjq25ei7fRRWLae,0.706,5,0.311,-17.275,1,0.04,83.263,3,https://api.spotify.com/v1/tracks/58MfY2ldjq25ei7fRRWLae,Happy End in Agrabah,32,audio_features,spotify:track:58MfY2ldjq25ei7fRRWLae,0.104
0.00032,https://api.spotify.com/v1/audio-analysis/7lOGvp9WlpD1K04dM8svcK,Monstrosity,31,0.248,285507,0.979,7lOGvp9WlpD1K04dM8svcK,0.765,2,0.293,-9.544,1,0.105,102.372,4,https://api.spotify.com/v1/tracks/7lOGvp9WlpD1K04dM8svcK,Angel of Death,33,audio_features,spotify:track:7lOGvp9WlpD1K04dM8svcK,0.198
0.00666,https://api.spotify.com/v1/audio-analysis/0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,70,0.494,175093,0.939,0BRHnOFm6sjxN1i9LJrUDu,0,1,0.139,-3.127,1,0.126,177.751,4,https://api.spotify.com/v1/tracks/0BRHnOFm6sjxN1i9LJrUDu,The Anthem,78,audio_features,spotify:track:0BRHnOFm6sjxN1i9LJrUDu,0.893
0.167,https://api.spotify.com/v1/audio-analysis/1ObqIFmNsmION2gjrvYycO,Lea Michele,55,0.734,145907,0.575,1ObqIFmNsmION2gjrvYycO,0,2,0.0811,-6.638,1,0.035,118.086,4,https://api.spotify.com/v1/tracks/1ObqIFmNsmION2gjrvYycO,My Junk - Original Broadway Cast Recording/2006,44,audio_features,spotify:track:1ObqIFmNsmION2gjrvYycO,0.67
